IQ-TREE version 3.0.1 for Linux x86 64-bit built Jul  9 2025
Developed by Bui Quang Minh, Thomas Wong, Nhan Ly-Trong, Huaiyan Ren
Contributed by Lam-Tung Nguyen, Dominik Schrempf, Chris Bielow,
Olga Chernomor, Michael Woodhams, Diep Thi Hoang, Heiko Schmidt

Host:    c0700a-s19.ufhpc (AVX2, FMA3, 1007 GB RAM)
Command: iqtree -s results/06_alignment/Not_sex_linked/trimmed/G6961.trimmed.aln --prefix results/07_phylogeny/Not_sex_linked/G6961 -m TEST -B 1000 -nt 4 -redo
Seed:    842537 (Using SPRNG - Scalable Parallel Random Number Generator)
Time:    Wed May 27 21:26:07 2026
Kernel:  AVX+FMA - 4 threads (8 CPU cores detected)

Reading alignment file results/06_alignment/Not_sex_linked/trimmed/G6961.trimmed.aln ... Fasta format detected
Reading fasta file: done in 0.000758009 secs using 20.05% CPU
Alignment most likely contains DNA/RNA sequences
Constructing alignment: done in 0.00175851 secs using 95.31% CPU
Alignment has 23 sequences with 2134 columns, 1476 distinct patterns
629 parsimony-informative, 716 singleton sites, 789 constant sites
                  Gap/Ambiguity  Composition  p-value
Analyzing sequences: done in 0.0132909 secs using 292.8% CPU
   1  S0048_G6961_R1_A   13.73%    passed     77.48%
   2  S0050_G6961_R1_A   13.31%    passed     74.89%
   3  S0005_G6961_R1_A   46.91%    passed     46.01%
   4  S0002_G6961_R1_A    4.22%    passed     48.74%
   5  S0004_G6961_R1_A    8.15%    passed     77.46%
   6  S0031_G6961_R1_A    5.15%    passed     94.65%
   7  S0011_G6961_R1_A    7.97%    passed     37.31%
   8  S0013_G6961_R1_A    1.36%    passed     85.94%
   9  S0021_G6961_R1_A    1.31%    passed     97.13%
  10  S0028_G6961_R1_A    3.61%    passed     90.70%
  11  S0026_G6961_R1_A    2.30%    passed     85.65%
  12  S0020_G6961_R1_A    3.51%    passed     94.35%
  13  S0019_G6961_R1_A    6.79%    passed     98.80%
  14  S0036_G6961_R1_A    3.33%    passed     83.86%
  15  S0030_G6961_R1_A   12.65%    passed     99.94%
  16  S0046_G6961_R1_A   10.87%    passed     74.96%
  17  S0022_G6961_R1_A    6.65%    passed     92.18%
  18  S0012_G6961_R1_A    8.25%    passed     79.47%
  19  S0016_G6961_R1_A   20.99%    passed     53.94%
  20  S0017_G6961_R1_A    9.84%    passed     11.42%
  21  S0018_G6961_R1_A   30.55%    passed     85.56%
  22  S0021_G6961_R2_A   10.78%    passed     26.74%
  23  S0037_G6961_R1_A   23.66%    passed     38.73%
****  TOTAL              11.13%  0 sequences failed composition chi2 test (p-value<5%; df=3)
Checking for duplicate sequences: done in 0.013072 secs using 298.6% CPU


Create initial parsimony tree by phylogenetic likelihood library (PLL)... 0.004 seconds
Perform fast likelihood tree search using GTR+I+G model...
Estimate model parameters (epsilon = 5.000)
Perform nearest neighbor interchange...
Optimizing NNI: done in 0.0816155 secs using 394.1% CPU
Estimate model parameters (epsilon = 1.000)
1. Initial log-likelihood: -15667.438
Optimal log-likelihood: -15667.376
Rate parameters:  A-C: 0.83593  A-G: 1.89048  A-T: 0.90742  C-G: 0.64501  C-T: 2.60678  G-T: 1.00000
Base frequencies:  A: 0.260  C: 0.192  G: 0.297  T: 0.251
Proportion of invariable sites: 0.170
Gamma shape alpha: 2.492
Parameters optimization took 1 rounds (0.015 sec)
Time for fast ML tree search: 0.187 seconds

NOTE: ModelFinder requires 10 MB RAM!
ModelFinder will test up to 176 DNA models (sample size: 2134 epsilon: 0.100) ...
 No. Model         -LnL         df  AIC          AICc         BIC
  1  JC            16205.880    43  32497.759    32499.570    32741.386
  2  JC+I          16013.051    44  32114.101    32115.997    32363.395
  3  JC+G4         15990.765    44  32069.531    32071.426    32318.824
  4  JC+I+G4       15986.080    45  32062.159    32064.142    32317.118
  7  JC+G4         15990.765    44  32069.531    32071.426    32318.824
  8  JC+I+G4       15986.080    45  32062.159    32064.142    32317.118
 11  F81+G4        15990.765    44  32069.531    32071.426    32318.824
 12  F81+I+G4      15986.077    45  32062.153    32064.136    32317.112
 15  F81+F+G4      15941.203    47  31976.406    31978.569    32242.696
 16  F81+F+I+G4    15936.836    48  31969.671    31971.927    32241.627
 19  K2P+G4        15735.512    45  31561.024    31563.006    31815.983
 20  K2P+I+G4      15730.840    46  31553.680    31555.752    31814.305
 23  K2P+G4        15735.512    45  31561.024    31563.006    31815.983
 24  K2P+I+G4      15730.840    46  31553.680    31555.752    31814.305
 27  HKY+G4        15735.512    45  31561.024    31563.007    31815.983
 28  HKY+I+G4      15730.839    46  31553.678    31555.750    31814.302
 31  HKY+F+G4      15695.540    48  31487.079    31489.335    31759.035
 32  HKY+F+I+G4    15691.280    49  31480.560    31482.911    31758.182
 35  TNe+G4        15735.471    46  31562.942    31565.014    31823.567
 36  TNe+I+G4      15730.796    47  31555.593    31557.756    31821.883
 39  TNe+G4        15735.471    46  31562.942    31565.014    31823.567
 40  TNe+I+G4      15730.796    47  31555.593    31557.756    31821.883
 43  TN+G4         15735.471    46  31562.942    31565.014    31823.567
 44  TN+I+G4       15730.796    47  31555.592    31557.755    31821.882
 47  TN+F+G4       15681.981    49  31461.962    31464.313    31739.584
 48  TN+F+I+G4     15677.875    50  31455.750    31458.199    31739.038
 51  K3P+G4        15731.208    46  31554.417    31556.489    31815.042
 52  K3P+I+G4      15726.492    47  31546.983    31549.146    31813.273
 55  K3P+G4        15731.209    46  31554.417    31556.489    31815.042
 56  K3P+I+G4      15726.492    47  31546.983    31549.146    31813.273
 59  K3Pu+G4       15731.209    46  31554.417    31556.489    31815.042
 60  K3Pu+I+G4     15726.491    47  31546.982    31549.145    31813.272
 63  K3Pu+F+G4     15692.264    49  31482.527    31484.879    31760.149
 64  K3Pu+F+I+G4   15687.932    50  31475.864    31478.312    31759.151
 67  TPM2+G4       15735.274    46  31562.547    31564.619    31823.172
 68  TPM2+I+G4     15730.532    47  31555.064    31557.227    31821.355
 71  TPM2+G4       15735.274    46  31562.547    31564.619    31823.172
 72  TPM2+I+G4     15730.532    47  31555.064    31557.227    31821.355
 75  TPM2u+G4      15735.276    46  31562.552    31564.624    31823.177
 76  TPM2u+I+G4    15730.532    47  31555.063    31557.226    31821.354
 79  TPM2u+F+G4    15695.317    49  31488.634    31490.985    31766.256
